PTac-EGFP.1 Time (s) ,PTac-EGFP.1 IPTG (nM),PTac-EGFP.1 EGFP (nM),PTac-EGFP.1 Growth Rate (s^(-1)),PTac-EGFP.2 Time (s) ,PTac-EGFP.2 IPTG (nM),PTac-EGFP.2 EGFP (nM),PTac-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.1 Time (s),PLuxB-EGFP.1 OC6 (nM),PLuxB-EGFP.1 EGFP (nM),PLuxB-EGFP.1 Growth Rate (s^(-1)),PLuxB-EGFP.2 Time (s),PLuxB-EGFP.2 OC6 (nM),PLuxB-EGFP.2 EGFP (nM),PLuxB-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.3 Time (s),PLuxB-EGFP.3 OC6 (nM),PLuxB-EGFP.3 EGFP (nM),PLuxB-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.4 Time (s),PLuxB-EGFP.4 OC6 (nM),PLuxB-EGFP.4 EGFP (nM),PLuxB-EGFP.4 Growth Rate (s^(-1)),PVanCC-EGFP.1 Time (s),PVanCC-EGFP.1 Vanillic Acid (nM),PVanCC-EGFP.1 EGFP (nM),PVanCC-EGFP.1 Growth Rate,PVanCC-EGFP.2 Time (s),PVanCC-EGFP.2 Vanillic Acid (nM),PVanCC-EGFP.2 EGFP (nM),PVanCC-EGFP.2 Growth Rate,PVanCC-EGFP.3 Time (s),PVanCC-EGFP.3 Vanillic Acid (nM),PVanCC-EGFP.3 EGFP (nM),PVanCC-EGFP.3 Growth Rate,PTac-mScarlet.1 Time (s),PTac-mScarlet.1 IPTG (nM),PTac-mScarlet.1 mScarlet-I (nM),PTac-mScarlet.1 Growth Rate,PTac-mScarlet.3 Time (s),PTac-mScarlet.3 IPTG (nM),PTac-mScarlet.3 mScarlet-I (nM),PTac-mScarlet.3 Growth Rate,PVanCC-EGFP.4 Time (s),PVanCC-EGFP.4 Vanillic Acid (nM),PVanCC-EGFP.4 EGFP (nM),PVanCC-EGFP.4 Growth Rate,PTac-EGFP.3 Time (s) ,PTac-EGFP.3 IPTG (nM),PTac-EGFP.3 EGFP (nM),PTac-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.5 Time (s),PLuxB-EGFP.5 OC6 (nM),PLuxB-EGFP.5 EGFP (nM),PLuxB-EGFP.5 Growth Rate (s^(-1)),PTac-ChbBC-mScarlet-I.1 Time (s),PTac-ChbBC-mScarlet-I.1 IPTG (nM),PTac-ChbBC-mScarlet-I.1 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.1 Growth Rate,PTac-ChbBC-mScarlet-I.2 Time (s),PTac-ChbBC-mScarlet-I.2 IPTG (nM),PTac-ChbBC-mScarlet-I.2 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.2 Growth Rate,PTac-ChbBC-mScarlet-I.3 Time (s),PTac-ChbBC-mScarlet-I.3 IPTG (nM),PTac-ChbBC-mScarlet-I.3 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.3 Growth Rate,PTac-ChbBC-mScarlet-I.4 Time (s),PTac-ChbBC-mScarlet-I.4 IPTG (nM),PTac-ChbBC-mScarlet-I.4 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.4 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.1 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.1 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.2 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.2 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 Growth Rate,Sponge Circuit 1.3.1 Time (s),Sponge Circuit 1.3.1 Vanillic Acid (nM),Sponge Circuit 1.3.1 OC6 (nM),Sponge Circuit 1.3.1 IPTG (nM),Sponge Circuit 1.3.1 EGFP (nM),Sponge Circuit 1.3.1 Growth Rate ,Sponge Circuit 1.3.2 Time (s),Sponge Circuit 1.3.2 Vanillic Acid (nM),Sponge Circuit 1.3.2 OC6 (nM),Sponge Circuit 1.3.2 IPTG (nM),Sponge Circuit 1.3.2 EGFP (nM),Sponge Circuit 1.3.2 Growth Rate ,Sponge Circuit 1.4.1 Time (s),Sponge Circuit 1.4.1 Vanillic Acid (nM),Sponge Circuit 1.4.1 OC6 (nM),Sponge Circuit 1.4.1 IPTG (nM),Sponge Circuit 1.4.1 EGFP (nM),Sponge Circuit 1.4.1 mScarlet-I (nM),Sponge Circuit 1.4.1 Growth Rate ,Sponge Circuit 1.4.2 Time (s),Sponge Circuit 1.4.2 Vanillic Acid (nM),Sponge Circuit 1.4.2 OC6 (nM),Sponge Circuit 1.4.2 IPTG (nM),Sponge Circuit 1.4.2 EGFP (nM),Sponge Circuit 1.4.2 mScarlet-I (nM),Sponge Circuit 1.4.2 Growth Rate ,Sponge Circuit 1.4.3 Time (s),Sponge Circuit 1.4.3 Vanillic Acid (nM),Sponge Circuit 1.4.3 OC6 (nM),Sponge Circuit 1.4.3 IPTG (nM),Sponge Circuit 1.4.3 EGFP (nM),Sponge Circuit 1.4.3 mScarlet-I (nM),Sponge Circuit 1.4.3 Growth Rate ,Sponge Circuit 1.4.4 Time (s),Sponge Circuit 1.4.4 Vanillic Acid (nM),Sponge Circuit 1.4.4 OC6 (nM),Sponge Circuit 1.4.4 IPTG (nM),Sponge Circuit 1.4.4 EGFP (nM),Sponge Circuit 1.4.4 mScarlet-I (nM),Sponge Circuit 1.4.4 Growth Rate 
66310.86,40000,74215.91642,0.00049112,66303.78,40000,34242.29293,0.0003074260,66301.55,25,159466.0827,0.000274978,66300.51,25,141262.7948,0.000301633,66302.06,25,154412.8025,0.000297384,66300.42,25,164942.6746,0.000299939,66851.5,5000,76871.43656,0.000300391,66849.53,5000,56899.39173,0.000310974,66867.03,5000,58828.6104,0.000323379,66304.64,80000,3889.191504,0.000427991,66307.78,80000,3798.616241,0.000359228,66299.31,7000,129674.1538,0.00029447,66301.41,80000,127057.1791,0.000309201,66300.12,50,235102.9369,0.000285478,66303.85,80000,3716.692653,0.000341463,66303.52,80000,3697.255624,0.000274787,66303.77,80000,4778.119248,0.000348104,66303.29,80000,4950.664703,0.000331008,66309.53,5500,20,25627.09515,0.000384075,66302.16,5500,20,27837.72649,0.000333468,66313.03,5500,20,0,24854.63903,0.000332374,66312.99,5500,20,0,32249.71192,0.000323532,66301.89,5500,20,0,34230.75697,39.61327163,0.000330561,66302.47,5500,20,0,42191.04637,2.035459295,0.000298228,66300.66,5500,20,0,48889.64858,0,0.00030079,66300.01,5500,20,0,47911.74845,0,0.000309127
66370.91,40000,74291.86731,0.000491175,66363.84,40000,34385.50518,0.0003075860,66361.61,25,159880.2257,0.000274627,66360.56,25,140877.7029,0.000302077,66362.13,25,154819.9888,0.000297268,66360.47,25,165059.6383,0.000299936,66911.56,5000,77199.06346,0.000299868,66909.6,5000,56781.90543,0.000311371,66927.1,5000,58595.21724,0.00032294,66364.71,80000,3900.292974,0.000427588,66367.84,80000,3806.337214,0.000360103,66359.35,7000,129872.7835,0.000294282,66361.48,80000,127112.7486,0.000309225,66360.17,50,235596.5581,0.000285775,66363.94,80000,3704.245221,0.000341335,66363.59,80000,3686.949055,0.000274972,66363.81,80000,4791.870278,0.000348573,66363.37,80000,4963.757405,0.00033063,66369.59,5500,20,25521.50581,0.000384032,66362.22,5500,20,28090.86562,0.000333876,66373.11,5500,20,0,24917.26886,0.000332585,66373.03,5500,20,0,32354.37029,0.000323817,66361.95,5500,20,0,34114.28358,48.31921674,0.000330746,66362.56,5500,20,0,42072.86886,7.571663341,0.000297572,66360.72,5500,20,0,48971.27392,0,0.000300825,66360.06,5500,20,0,47581.56996,0,0.000309533
66430.96,40000,74321.49558,0.000491217,66423.9,40000,34362.54234,0.0003077310,66421.66,25,159597.4024,0.00027437,66420.63,25,140789.3333,0.000302439,66422.18,25,154820.8151,0.000297082,66420.52,25,165918.3861,0.000299878,66971.63,5000,77518.69601,0.000299461,66969.66,5000,56752.86318,0.000311693,66987.16,5000,58988.05359,0.000322514,66424.77,80000,3838.418646,0.000427322,66427.91,80000,3811.638825,0.000360879,66419.43,7000,130220.6592,0.000294156,66421.53,80000,127402.3307,0.000309212,66420.23,50,236623.3246,0.000286031,66424.01,80000,3708.898507,0.000341155,66423.67,80000,3675.504545,0.000275073,66423.88,80000,4821.013235,0.000349017,66423.44,80000,4986.56853,0.000330268,66429.65,5500,20,25595.41664,0.000383967,66422.28,5500,20,28534.10141,0.000334109,66433.18,5500,20,0,24986.59878,0.000332732,66433.1,5500,20,0,32205.01807,0.000324169,66422.06,5500,20,0,34193.99785,51.22692822,0.000330826,66422.59,5500,20,0,42104.53949,2.893785504,0.000296813,66420.76,5500,20,0,48906.34916,0,0.000300741,66420.09,5500,20,0,48011.09727,0,0.000309897
66491.03,40000,73905.90433,0.000491259,66483.96,40000,34541.90022,0.0003078720,66481.7,25,159961.5721,0.000274201,66480.68,25,140725.4801,0.000302913,66482.22,25,155322.2517,0.000296958,66480.59,25,166271.242,0.000299835,67031.69,5000,77758.65224,0.000298957,67029.75,5000,56691.9416,0.000311998,67047.2,5000,58910.71074,0.000322125,66484.85,80000,3847.614551,0.000427084,66487.97,80000,3820.132436,0.000361658,66479.5,7000,131136.3819,0.000294028,66481.57,80000,127429.6392,0.000309197,66480.27,50,236579.1576,0.000286121,66484.08,80000,3733.332516,0.000341106,66483.77,80000,3636.710662,0.000275189,66483.94,80000,4842.316509,0.000349616,66483.5,80000,4992.79128,0.000329893,66489.69,5500,20,25507.3717,0.00038373,66482.34,5500,20,28471.32302,0.000334284,66493.25,5500,20,0,25135.84572,0.000332986,66493.16,5500,20,0,32245.47332,0.00032432,66482.1,5500,20,0,34236.52382,50.90394969,0.000330824,66482.66,5500,20,0,41986.57408,10.39187803,0.000296005,66480.8,5500,20,0,48939.9877,0,0.000300683,66480.13,5500,20,0,47949.44539,0,0.000310204
66551.1,40000,73230.3433,0.00049114,66544.02,40000,34858.27424,0.0003080450,66541.75,25,160587.6741,0.000274028,66540.71,25,140769.7227,0.000303218,66542.26,25,156117.294,0.000296862,66540.66,25,166666.5914,0.000299734,67091.75,5000,77595.88161,0.000298358,67089.8,5000,56801.4805,0.000312282,67107.27,5000,58874.58584,0.000322011,66544.94,80000,3789.83953,0.000426753,66548.05,80000,3829.781724,0.000362436,66539.56,7000,131476.6561,0.000294017,66541.63,80000,127294.6247,0.000309036,66540.32,50,237441.9489,0.000286255,66544.12,80000,3750.518942,0.000340995,66543.84,80000,3600.600945,0.000275154,66543.99,80000,4841.604294,0.000350079,66543.57,80000,4991.664355,0.00032955,66549.77,5500,20,26060.97196,0.000383521,66542.4,5500,20,28590.36187,0.000334368,66553.3,5500,20,0,25483.01581,0.000333127,66553.22,5500,20,0,32300.23384,0.000324399,66542.16,5500,20,0,34462.38897,52.6970686,0.000330598,66542.73,5500,20,0,42258.94559,15.29659922,0.000295437,66540.85,5500,20,0,49178.85186,0,0.00030073,66540.18,5500,20,0,47939.85937,0,0.00031052
66611.17,40000,72510.00327,0.000490936,66604.09,40000,34972.96328,0.0003081650,66601.82,25,160737.1648,0.000273824,66600.78,25,140994.3542,0.000303707,66602.35,25,156228.3681,0.000296728,66600.74,25,166427.5104,0.000299571,67151.8,5000,78138.49743,0.000297839,67149.87,5000,56344.56739,0.000312549,67167.32,5000,58709.29645,0.00032196,66605.01,80000,3787.354599,0.000426348,66608.09,80000,3826.933805,0.000363281,66599.62,7000,131641.3377,0.000294061,66601.69,80000,127571.6511,0.000308896,66600.39,50,237418.0741,0.000286347,66604.2,80000,3759.93777,0.000340807,66603.88,80000,3575.097358,0.000275158,66604.06,80000,4856.876277,0.0003504,66603.63,80000,4991.36315,0.000329282,66609.93,5500,20,25836.9852,0.000383303,66602.45,5500,20,28655.12084,0.000334403,66613.34,5500,20,0,25296.03551,0.000333347,66613.27,5500,20,0,32397.80296,0.000324447,66602.2,5500,20,0,34433.76027,64.79685161,0.00033021,66602.79,5500,20,0,42312.96572,19.71084829,0.000294888,66600.91,5500,20,0,49285.67758,0,0.000300964,66600.26,5500,20,0,48107.47321,14.50822853,0.00031084
66671.24,40000,72316.58657,0.000490638,66664.15,40000,35154.26136,0.0003082790,66661.88,25,161029.3125,0.000273667,66660.83,25,140686.6509,0.000304189,66662.39,25,156130.7359,0.00029649,66660.8,25,166474.9315,0.000299389,67211.83,5000,77660.53253,0.000297318,67209.92,5000,56660.72093,0.00031275,67227.35,5000,58804.89003,0.000322019,66665.08,80000,3826.220306,0.000425864,66668.13,80000,3832.132038,0.000364173,66659.65,7000,132593.4054,0.000294161,66661.76,80000,127797.0365,0.00030872,66660.42,50,238166.1256,0.000286387,66664.25,80000,3762.10815,0.000340573,66663.95,80000,3554.415262,0.00027519,66664.09,80000,4865.23229,0.00035071,66663.73,80000,4984.200106,0.00032898,66670.01,5500,20,25386.02641,0.000383168,66662.49,5500,20,28736.2406,0.000334476,66673.39,5500,20,0,25105.95219,0.000333436,66673.34,5500,20,0,32499.64969,0.000324467,66662.24,5500,20,0,34298.00965,74.00641405,0.00032964,66662.86,5500,20,0,42241.16098,31.87547649,0.000294394,66660.98,5500,20,0,48603.31867,12.16766718,0.000301122,66660.33,5500,20,0,48110.53035,13.09966265,0.0003112
66731.3,40000,72373.93224,0.00049037,66724.2,40000,35221.8158,0.0003084440,66721.95,25,161577.5771,0.000273526,66720.86,25,140995.8574,0.000304639,66722.44,25,156639.9046,0.000296342,66720.86,25,166470.4419,0.000299167,67271.9,5000,77454.81932,0.000296694,67270,5000,57156.23317,0.000312996,67287.43,5000,59003.83237,0.000321884,66725.13,80000,3793.19049,0.000425245,66728.18,80000,3845.408054,0.000364901,66719.71,7000,133180.4481,0.000294226,66721.82,80000,127742.1473,0.000308615,66720.47,50,237550.9389,0.000286484,66724.32,80000,3768.804264,0.000340248,66724.02,80000,3550.069729,0.000275222,66724.15,80000,4855.858523,0.000351113,66723.8,80000,4998.461279,0.000328707,66730.06,5500,20,25546.41816,0.00038306,66722.53,5500,20,28453.19471,0.000334613,66733.46,5500,20,0,25211.25317,0.000333616,66733.37,5500,20,0,32456.55506,0.000324394,66722.31,5500,20,0,34286.38226,79.53022148,0.000329166,66722.9,5500,20,0,42531.17417,22.25517241,0.000294046,66721.05,5500,20,0,48627.0608,12.52081847,0.00030135,66720.4,5500,20,0,47796.9555,24.26254722,0.000311582
66791.37,40000,72544.05843,0.000490043,66784.26,40000,34961.75691,0.0003085500,66782,25,162220.0548,0.000273337,66780.91,25,141020.5447,0.000304976,66782.48,25,156977.8161,0.000296107,66780.94,25,165829.621,0.000298928,67331.93,5000,77695.52577,0.000296236,67330.03,5000,57306.29333,0.000313224,67347.51,5000,58841.17899,0.000321834,66785.19,80000,3868.707043,0.000424581,66788.22,80000,3819.965025,0.000365584,66779.76,7000,133205.3016,0.000294287,66781.86,80000,127592.638,0.000308565,66780.52,50,237559.5743,0.000286531,66784.38,80000,3766.386575,0.000340066,66784.07,80000,3542.269643,0.000275332,66784.21,80000,4854.349636,0.000351516,66783.86,80000,4976.399922,0.000328604,66790.13,5500,20,25571.78613,0.000382728,66782.6,5500,20,28629.91346,0.000334677,66793.53,5500,20,0,24770.05105,0.000333527,66793.43,5500,20,0,32494.27017,0.000324247,66782.36,5500,20,0,34271.6236,87.3510667,0.00032877,66782.93,5500,20,0,42331.40969,32.46986739,0.000293779,66781.08,5500,20,0,48976.64449,7.319863105,0.00030163,66780.47,5500,20,0,47880.62085,22.78355305,0.000311854
66851.42,40000,72673.4279,0.000489513,66844.32,40000,35011.80017,0.0003086310,66842.04,25,162262.0971,0.000273163,66840.96,25,140950.7434,0.000305328,66842.52,25,157233.3253,0.00029586,66840.98,25,166218.5661,0.000298838,67391.98,5000,77775.2111,0.000295973,67390.09,5000,57337.62933,0.000313554,67407.56,5000,58843.97532,0.000321773,66845.25,80000,3850.304674,0.000423968,66848.26,80000,3835.012745,0.00036628,66839.8,7000,133248.819,0.000294181,66841.92,80000,127562.5097,0.000308607,66840.58,50,235825.8034,0.000286565,66844.43,80000,3775.980569,0.000340148,66844.13,80000,3544.77324,0.000275464,66844.27,80000,4861.366387,0.000351987,66843.9,80000,4977.39442,0.000328603,66850.2,5500,20,25229.75215,0.000382522,66842.67,5500,20,28477.48382,0.000334646,66853.58,5500,20,0,24722.32682,0.000333638,66853.53,5500,20,0,32707.624,0.000324402,66842.42,5500,20,0,33973.12276,87.60468476,0.000328332,66842.97,5500,20,0,42595.49525,13.1507837,0.000293592,66841.13,5500,20,0,48814.30948,0,0.00030183,66840.53,5500,20,0,47632.21342,15.67029537,0.000312153
66911.48,40000,72554.58166,0.00048898,66904.39,40000,34925.25881,0.0003086770,66902.11,25,162018.1455,0.000272956,66901,25,141498.2507,0.000305538,66902.58,25,157303.2722,0.000295587,66901.03,25,166579.3835,0.000298716,67452.05,5000,77895.02717,0.000295857,67450.13,5000,57505.51158,0.00031369,67467.61,5000,58624.12013,0.00032174,66905.31,80000,3778.60378,0.000423354,66908.3,80000,3836.548377,0.000366976,66899.84,7000,133755.9962,0.000294129,66901.99,80000,127714.0962,0.000308713,66900.64,50,234327.5731,0.0002866,66904.48,80000,3779.513315,0.000340345,66904.18,80000,3545.561266,0.00027548,66904.33,80000,4848.567106,0.000352259,66903.97,80000,4980.721962,0.000328545,66910.28,5500,20,25234.31846,0.000382284,66902.74,5500,20,28445.48846,0.000334646,66913.64,5500,20,0,24623.9104,0.00033372,66913.61,5500,20,0,32736.27357,0.000324513,66902.48,5500,20,0,34027.15522,78.25579825,0.000327886,66903.04,5500,20,0,42197.22742,14.00910991,0.000293324,66901.19,5500,20,0,48334.39841,0,0.000302075,66900.58,5500,20,0,48061.0565,4.43698251,0.000312471
66971.55,40000,72987.03388,0.000488605,66964.43,40000,34819.22984,0.0003087540,66962.18,25,161962.5323,0.000272775,66961.07,25,141260.3418,0.000305759,66962.62,25,157731.5586,0.000295356,66961.09,25,166605.1484,0.000298482,67512.11,5000,77737.9912,0.000295831,67510.18,5000,57185.32923,0.000313785,67527.66,5000,58850.95496,0.000321775,66965.38,80000,3738.586886,0.000422539,66968.35,80000,3838.868603,0.000367672,66959.91,7000,134206.578,0.000294071,66962.06,80000,127281.8084,0.000308799,66960.71,50,233572.4369,0.000286676,66964.52,80000,3789.936964,0.000340496,66964.21,80000,3558.839053,0.000275474,66964.38,80000,4836.985367,0.000352461,66964.02,80000,4976.748191,0.000328449,66970.34,5500,20,25121.42235,0.000381994,66962.83,5500,20,28627.16165,0.000334737,66973.72,5500,20,0,24440.79071,0.000333788,66973.66,5500,20,0,32615.43114,0.000324734,66962.54,5500,20,0,34017.43198,78.82606193,0.00032734,66963.13,5500,20,0,42311.10288,16.52277952,0.000293191,66961.26,5500,20,0,48249.40645,0,0.000302238,66960.65,5500,20,0,47698.63809,5.000408861,0.000312813
67031.6,40000,73019.5352,0.000488013,67024.5,40000,34995.63296,0.0003089230,67022.25,25,161156.2678,0.000272599,67021.13,25,141525.8383,0.000305955,67022.66,25,157894.2667,0.00029514,67021.16,25,166751.1398,0.000298284,67572.16,5000,77180.57205,0.000295801,67570.22,5000,57559.11365,0.000314044,67587.73,5000,58644.30593,0.000321907,67025.42,80000,3710.798509,0.000421897,67028.39,80000,3860.733507,0.00036832,67019.98,7000,134136.7895,0.000294091,67022.11,80000,127148.5253,0.000309001,67020.76,50,231793.864,0.000286766,67024.6,80000,3786.973868,0.000340701,67024.27,80000,3563.510445,0.000275518,67024.42,80000,4831.101346,0.000352705,67024.09,80000,4975.497929,0.000328399,67030.41,5500,20,25371.52509,0.000381682,67022.93,5500,20,28613.34261,0.000334945,67033.79,5500,20,0,24384.99934,0.000334021,67033.72,5500,20,0,32478.91174,0.000324901,67022.6,5500,20,0,34123.4114,80.90747914,0.000326736,67023.16,5500,20,0,42220.48528,14.77547259,0.000292924,67021.33,5500,20,0,47874.15067,0,0.000302496,67020.68,5500,20,0,47580.16779,4.542624951,0.000313246
67091.68,40000,73026.04975,0.000487166,67084.56,40000,35148.28596,0.0003088390,67082.32,25,161265.6867,0.000272375,67081.18,25,141469.6741,0.000306181,67082.72,25,157718.6254,0.00029493,67081.24,25,167565.8,0.00029811,67632.2,5000,76595.32574,0.000295824,67630.26,5000,57497.08492,0.000314141,67647.76,5000,58392.3563,0.000321912,67085.47,80000,3717.135309,0.000421429,67088.45,80000,3863.713735,0.000368867,67080.02,7000,134090.3071,0.000294091,67082.18,80000,126706.0079,0.000309214,67080.83,50,231792.6091,0.000286753,67084.63,80000,3786.336981,0.000341004,67084.32,80000,3568.823933,0.000275481,67084.46,80000,4822.473861,0.000352913,67084.13,80000,4999.205853,0.000328412,67090.48,5500,20,25429.25497,0.000381401,67083.01,5500,20,28670.95648,0.000335119,67093.88,5500,20,0,24126.18892,0.000334293,67093.8,5500,20,0,32520.69643,0.000324995,67082.66,5500,20,0,33939.02946,84.26874777,0.000326109,67083.23,5500,20,0,42126.96507,17.84092334,0.000292774,67081.41,5500,20,0,47538.28629,7.544595744,0.000302723,67080.73,5500,20,0,47509.60738,11.30374116,0.000313557
67151.72,40000,73493.35275,0.000486211,67144.62,40000,35160.77042,0.0003089230,67142.38,25,161483.0528,0.000272127,67141.22,25,141488.729,0.000306323,67142.76,25,157580.6153,0.000294847,67141.28,25,167908.4262,0.000297765,67692.28,5000,76027.44852,0.000295871,67690.31,5000,57380.13169,0.000314315,67707.81,5000,58592.65207,0.000321993,67145.51,80000,3721.242158,0.000421106,67148.5,80000,3866.307065,0.000369246,67140.06,7000,134077.782,0.000294045,67142.25,80000,126690.9853,0.000309391,67140.88,50,231743.8732,0.000286721,67144.67,80000,3780.925028,0.000341354,67144.36,80000,3555.370709,0.000275354,67144.51,80000,4837.302617,0.000353118,67144.17,80000,5022.3818,0.000328431,67150.53,5500,20,25814.67391,0.000381259,67143.05,5500,20,29160.35478,0.000335096,67153.93,5500,20,0,24224.46698,0.000334396,67153.89,5500,20,0,32346.28314,0.000325218,67142.72,5500,20,0,33954.80366,79.7823317,0.000325487,67143.29,5500,20,0,41964.43669,20.23197492,0.000292575,67141.48,5500,20,0,47651.5863,4.237815482,0.000302983,67140.77,5500,20,0,47251.15216,10.8107431,0.000313977
67211.79,40000,73666.5152,0.000485192,67204.69,40000,35185.96004,0.0003086890,67202.45,25,160716.1073,0.00027199,67201.29,25,141295.6182,0.000306491,67202.81,25,156685.2708,0.000294803,67201.31,25,167584.1429,0.000297417,67752.32,5000,76143.17439,0.000295876,67750.35,5000,57180.05745,0.000314462,67767.85,5000,58691.22468,0.000321867,67205.55,80000,3711.85766,0.000421052,67208.54,80000,3850.678421,0.000369587,67200.12,7000,133666.2595,0.000293978,67202.32,80000,126845.237,0.000309473,67200.92,50,231637.6517,0.000286698,67204.72,80000,3775.215266,0.000341797,67204.42,80000,3556.322306,0.000275187,67204.57,80000,4854.639561,0.000353398,67204.23,80000,5029.350747,0.000328394,67210.59,5500,20,25567.84204,0.00038125,67203.13,5500,20,29502.2419,0.000335278,67214,5500,20,0,24057.31687,0.000334535,67213.95,5500,20,0,32296.67784,0.000325514,67202.8,5500,20,0,33811.7931,78.2277525,0.000324819,67203.4,5500,20,0,42237.78113,3.709195402,0.000292398,67201.56,5500,20,0,47654.46273,3.659931552,0.000303206,67200.85,5500,20,0,47301.14171,0,0.000314377
67271.86,40000,74115.8624,0.000484172,67264.76,40000,35029.54193,0.0003085410,67262.51,25,160065.9829,0.000271885,67261.36,25,141120.2735,0.000306703,67262.91,25,156141.6188,0.000294671,67261.35,25,167910.3811,0.000297008,67812.37,5000,76181.61865,0.000295891,67810.4,5000,56727.12445,0.000314649,67827.9,5000,59259.32402,0.000321725,67265.6,80000,3673.376686,0.000420934,67268.59,80000,3842.925817,0.000369865,67260.17,7000,133326.6956,0.000293974,67262.38,80000,127482.9908,0.000309538,67260.97,50,231850.4554,0.000286592,67264.76,80000,3762.54765,0.000342351,67264.47,80000,3563.701278,0.000274989,67264.64,80000,4868.700743,0.000353576,67264.3,80000,5029.131335,0.000328359,67270.66,5500,20,25760.1231,0.000381367,67263.18,5500,20,29787.18434,0.000335189,67274.07,5500,20,0,23874.91528,0.000334515,67274,5500,20,0,32415.82677,0.000325721,67262.87,5500,20,0,33841.55221,72.77692434,0.000324191,67263.46,5500,20,0,42442.16351,0,0.000292366,67261.63,5500,20,0,47430.77307,9.246142869,0.000303363,67260.92,5500,20,0,47259.60902,0,0.000314766
67331.93,40000,73566.44757,0.000483189,67324.82,40000,34638.94302,0.0003083940,67322.57,25,159736.5744,0.000271852,67321.42,25,140402.586,0.000306864,67322.97,25,155789.4854,0.000294498,67321.39,25,168128.1901,0.000296635,67872.43,5000,76036.88629,0.000296064,67870.44,5000,56539.57231,0.000314929,67887.96,5000,59599.48118,0.000321701,67325.66,80000,3630.20648,0.000420935,67328.63,80000,3831.311569,0.000370078,67320.2,7000,133329.4581,0.000294015,67322.44,80000,127402.2177,0.000309431,67321.03,50,232260.1205,0.000286392,67324.83,80000,3764.75035,0.000342655,67324.56,80000,3564.712851,0.000274893,67324.71,80000,4889.263768,0.000353737,67324.37,80000,5036.533265,0.000328309,67330.7,5500,20,25774.19601,0.000381529,67323.25,5500,20,29892.85128,0.000335132,67334.13,5500,20,0,24107.57423,0.000334474,67334.04,5500,20,0,32347.37855,0.000325972,67322.94,5500,20,0,33630.93231,67.27302035,0.000323567,67323.53,5500,20,0,42269.00449,0,0.000292304,67321.69,5500,20,0,47474.36043,13.64448166,0.000303495,67320.96,5500,20,0,47347.42697,0,0.000315248
67391.99,40000,73031.85368,0.0004823,67384.88,40000,34836.77725,0.0003082460,67382.62,25,159619.1459,0.000271894,67381.47,25,139990.8495,0.000306941,67383.03,25,155628.0476,0.00029435,67381.46,25,168228.2703,0.000296396,67932.51,5000,76481.16932,0.000296355,67930.5,5000,56369.57315,0.000315152,67948.01,5000,59482.33719,0.00032158,67385.72,80000,3603.643216,0.000420838,67388.7,80000,3845.255301,0.000370345,67380.27,7000,133563.0094,0.000294158,67382.48,80000,127783.6738,0.000309297,67381.08,50,231512.5901,0.000286231,67384.9,80000,3763.046886,0.00034283,67384.6,80000,3573.56813,0.000274713,67384.77,80000,4902.79762,0.000353788,67384.43,80000,5069.460091,0.0003283,67390.77,5500,20,25740.59647,0.000381951,67383.31,5500,20,29762.58914,0.000334978,67394.18,5500,20,0,24184.33224,0.000334357,67394.08,5500,20,0,32273.05999,0.000326202,67383.01,5500,20,0,33797.57848,60.03691404,0.000323025,67383.56,5500,20,0,42143.94737,10.85169564,0.000292308,67381.73,5500,20,0,47364.78469,23.66113644,0.000303468,67381.02,5500,20,0,47280.44952,0,0.000315501
